,userid,movieid,rating
239,A18Z6PU746PM8Z,16,5.0
240,A2F3GFAA3XQDIB,16,4.0
241,A1ZIBVOIPBWR3U,16,5.0
242,A3F0CD2AUDAO9K,16,5.0
243,A6URPIREGDQ9K,16,3.0
244,A2PSMIRDHYYONP,16,5.0
245,A3J720X9Y6VUFO,16,5.0
246,A3T8RYH5HYNBNH,16,4.0
247,A2YLI6HFRRXDKX,16,5.0
248,A2L207YQOE1HWP,16,4.0
249,A3Q3F2D0XZ0VCC,16,5.0
250,ABF7QC42YCJ0F,16,4.0
251,A36WRNUD3V57JK,16,5.0
252,A2BEOF8YBRY010,16,5.0
253,A2OKAPRYQXPWDD,16,4.0
254,A3U2YEOEBJ0M4M,16,4.0
255,AP6JO23GGY82I,16,3.0
256,A17TPT3FWAE5T1,16,3.0
257,A2UNEJNV11TNQ9,16,5.0
258,A19A0YVRQX8B1L,16,2.0
259,A3MFFZG662BT0P,16,5.0
260,A2B7B7NRBC4IE2,16,5.0
261,AK88QX7H7GHI7,16,5.0
262,A3NK0FJRFM8QGN,16,5.0
263,A26RUXN04TN1LA,16,4.0
264,A2C51NC30YFWXS,16,3.0
265,A1NSR193UO4F71,16,4.0
266,A39M6AAGGZCV6K,16,5.0
267,A3728VO92PF49A,16,5.0
268,A1BV3NHO9BOZVF,16,5.0
269,A2L6WI77T1DVL6,16,5.0
270,A2PXCBP1MT0GJ0,16,5.0
271,A1CMD08Z49PGKQ,16,5.0
272,A1HP3B92A3JDQ1,16,5.0
273,A40W0OPSWECA6,16,5.0
274,A39KSHSIHELFYW,16,5.0
275,A27WO3E4JHTNUS,16,5.0
276,A156IVEEZDFW0S,16,5.0
277,A3RWLUG09DSNPC,16,5.0
278,A2KG7BD0O3UN5Q,16,5.0
279,A21HYO0TUMZK72,16,5.0
280,AARUYE130LY8W,16,5.0
281,A1R7V3KJUP82NU,16,5.0
282,A3U1A2XQ6NBE33,16,5.0
283,A15GTCK2TKSLFY,16,4.0
284,A2R69PIUXPYCQW,16,5.0
285,A130DD6CVD40F3,16,5.0
286,AAUY0WTVO4IGL,16,5.0
287,ASWWWVMYF2EVY,16,5.0
288,AA8XMUB8TMVMJ,16,3.0
289,A312KM8IVZCEPA,16,5.0
290,A370EYV6NOCKCF,16,5.0
291,A6XG55I7XO2LX,16,4.0
292,A29TUJ7CU41AV7,16,5.0
293,A18X2B15DJLZX0,16,5.0
294,A3TCVBS8C75NUG,16,4.0
295,A3M3M2E5N6YOMA,16,5.0
296,A3GKNZLIZ3IH7H,16,5.0
297,AQ5JDBXICB18J,16,4.0
298,A1HBK6HV5TS79U,16,5.0
299,A3S1YI6MC7832G,16,4.0
300,A1FP2LA6M2OJX0,16,5.0
301,A2BU6DHJ26RCZO,16,2.0
302,A6RVT4SPVTVSF,16,3.0
303,A3OSSW7565YMCL,16,5.0
304,A1X3WQV4P306TY,16,4.0
305,A1HN5GTSSC8U2W,16,4.0
306,A1W7KVFZUO25WT,16,5.0
307,A3KB6YTB7LWA62,16,5.0
308,A2TBX8WPVXLTU1,16,5.0
309,A13XV0PQWU189E,16,4.0
310,A3QE93VV474PAU,16,5.0
311,ATWFMTZEH77H1,16,5.0
312,A3VERR8USXCHS4,16,5.0
313,A34FIXMNVBMS1T,16,5.0
314,A3Q0JTHPLOZF64,16,5.0
315,A2IM8Z3QK6CYDK,16,5.0
316,AOY8BQ755A5YL,16,5.0
317,A26LY8H00UIT1W,16,5.0
318,A2ADTTN16H3MJ7,16,5.0
319,A23FAI3QNLMS0E,16,5.0
320,A29TJUV9Z50DXB,16,5.0
321,A1BBBIN5NMNPV7,16,5.0
322,A2ZYBHTJX3OA1J,16,5.0
323,A3FWBPMVLX1O33,16,5.0
324,A1WVOPDKXX5QAR,16,4.0
325,A16IIQA8V9IQS5,16,4.0
326,A1I0FFD42KR1FL,16,4.0
327,AQWMGPKN8S29A,16,5.0
328,A4BZ72C28JFIC,16,5.0
329,A2ZPPV9EVM45UH,16,3.0
330,A3AINDWOBZX4DE,16,4.0
331,A1MO47DW8H00V6,16,5.0
332,ALUD6AX5RPWGX,16,4.0
333,A1UQEOKS2MQOAS,16,4.0
334,A22J3OCEN0J191,16,5.0
335,A2MEMETMJM1FG3,16,5.0
336,A1U0A5PVKWJOL7,16,4.0
337,A2SWZDBR427H4,16,4.0
338,A1D0HYJ33COEAK,16,5.0
339,A7FZV2SWXVNB4,16,4.0
340,A363G63SXEGECS,16,5.0
341,A2BFCRZOUM8PWS,16,5.0
342,A2BFCRZOUM8PWS,162,5.0
343,A36J3RGUT0XYK8,16,5.0
344,A1BL27NKP5BGAD,16,3.0
345,A35MSEI3BF8MRE,16,4.0
346,A1GQIFHHSJVWO7,16,5.0
347,AIMVNK843DDSK,16,4.0
348,ACZMD9Q8FHS9I,16,4.0
349,AK2G7I92DJQW8,16,5.0
350,A3BLGEWPGORSJN,16,5.0
351,A1GKJ0UFVN4K7G,16,5.0
352,AG94A4EVFG0MQ,16,5.0
353,A2AS7BWOC2NGIQ,16,5.0
354,A1SA7NXJV1YOJZ,16,5.0
355,A1YCGGT3M8NR7C,16,5.0
356,A2JP0URFHXP6DO,16,3.0
357,A2JP0URFHXP6DO,86,5.0
358,A13V0P2YT13S9H,16,5.0
359,A2XNJBU7AFNT61,16,2.0
360,AOALBUEGWEYSK,16,3.0
361,A39N89RKKCWUHJ,16,5.0
362,A2IDX2U03CL90F,16,5.0
363,AOG67ZQUQSHVI,16,5.0
364,A1BHEPVVAU7NPN,16,5.0
365,A27NOR6IOINAKO,16,4.0
366,A2NL42GF3KGW9,16,5.0
367,A2IPZLGI8K9T4E,16,5.0
368,A1U4P6WR3URXWF,16,4.0
369,A333MLCEBUG9LI,16,5.0
370,A2EKIE8ATFNAWU,16,5.0
371,AWIGQSL3BN4P0,16,5.0
372,A1UBEXXFF48UBT,16,5.0
373,A3DGEEVLH5GGKW,16,5.0
374,A388IVYDZ887DA,16,5.0
375,A1WDWBBJTJN3AO,16,4.0
376,A2M1CU2IRZG0K9,17,3.0
377,A10S8Q2YJ11AVH,18,5.0
378,A34WKQ6TNI5PK1,19,2.0
379,A34WKQ6TNI5PK1,127,5.0
380,A1J94LMMVNXHK8,19,5.0
381,A1IG5SXEQ5OJ52,20,3.0
382,A1IG5SXEQ5OJ52,127,4.0
383,A3N2NITG7DCIBD,21,5.0
384,A3AKLFQDP9T9RR,22,5.0
385,A29LITTLZXOBBD,22,5.0
386,A16WO8T4YXGVWP,23,5.0
387,AFUHAIDO20GKI,23,5.0
388,A20DBT3J0L17TK,23,5.0
389,A28KVB8JWTG8MS,24,5.0
390,A20M1Y21WJSA0N,24,5.0
391,A1M1OITWW4LXAE,24,5.0
392,AA2F97CWV8EU8,24,5.0
393,A38KRRY00H5TEY,24,2.0
394,ASENQO38C6MXQ,25,5.0
395,A2OWQSF0FR7EWR,26,4.0
396,A1DGOSAG2HXSKM,26,1.0
397,A292NDEAXUNW62,26,4.0
398,A2E1EFNIZL2FVA,27,5.0
399,A24957SW0FY3SS,28,2.0
400,A221W6I6LNE15R,28,3.0
401,A1C573233MQPPI,28,5.0
402,A3FT3NFAOBBPIP,29,5.0
403,AJSYTZQVJJOYW,29,4.0
404,A1QNGKV688Q8TE,29,5.0
405,A1D79P8RIESO8Y,29,5.0
406,A36311XF4O81IK,29,5.0
407,AQ8DU6XVA3USJ,29,5.0
408,AQ8DU6XVA3USJ,127,5.0
409,A1ZLFCUF4XX7RZ,29,5.0
410,AZ4UA2B3Q0WNP,29,5.0
411,A3LKQHIZ2RPG29,29,5.0
412,A1PUBMDKB4RYWG,29,5.0
413,A1VCGXAXZONZ32,29,5.0
414,A2SPHTIPK9IKDQ,29,5.0
415,AC5YC2096GERZ,29,5.0
416,AK0LTDW5VQC44,29,5.0
417,AL8Q982DJQ9P,29,5.0
418,A38JOO8UOEKX6J,29,5.0
419,A1E5K7NWAQY0R7,29,5.0
420,A60YUUA749QRU,29,5.0
421,A2FL0EKQ2EQ9E6,29,5.0
422,A1WJSSCF4K4LFI,29,5.0
423,ACOO1NZKALM44,29,5.0
424,ACOO1NZKALM44,127,5.0
425,A3R05OJ6376GPO,29,5.0
426,A22GZ2B2A12RZP,29,5.0
427,A1BNHMIPVZN99Z,29,5.0
428,A2QM7DNWHS3CAW,29,5.0
429,A2S88BZBKT11S4,29,5.0
430,A2KY00H9UGPJH4,29,5.0
431,A3519GHQ9LF5RM,29,5.0
432,A2JN9M5TW6PL8O,29,5.0
433,A3TUONF81AOTY7,29,5.0
434,A3AK9NDANOJY0G,29,5.0
435,A35O4BUCEYZ6WH,29,4.0
436,ADES8B01WRPI3,29,5.0
437,ADES8B01WRPI3,127,5.0
438,A31INO429J924G,29,5.0
439,A2BSICFM0PXUDE,29,5.0
440,A3SO3TSQ1GLM6M,29,5.0
441,A28Q3IONFX1KD8,29,5.0
442,A2XVM8R3ZD1ORP,29,5.0
443,A1PVB5PM77SL80,29,5.0
444,AC69BSFLSG0MR,29,4.0
445,A2AR6U8CL0D4JH,29,5.0
446,A1GH9PAOGGPBPC,29,5.0
447,AUM1PXQ6Q66DX,29,4.0
448,A3HJMH4MU6VE6C,29,5.0
449,A100CQXJ6D44T9,29,5.0
450,A3N95R1VKWROWF,29,5.0
451,A2YB31Z4QU3I6M,29,5.0
452,AWIF8AR75LL9L,29,5.0
453,A3KXIJ17A3JROF,29,5.0
454,A12L2L5AQ8HU6Z,29,5.0
455,APY0LS7T9UWG2,29,2.0
456,AW93WS9MX5RE7,29,5.0
457,A1BXVZSQOJE6UE,29,5.0
458,AE62TIY3899YL,29,5.0
459,A25V8W2UH7BG5W,29,5.0
460,AWV08FE0Z1LTB,29,5.0
461,AO53P6AULZDYK,29,5.0
462,APNDFFJC4VG6A,29,5.0
463,A2DHK114WTMZ17,29,5.0
464,A2CXLQXPUJRRMX,29,5.0
465,A1U1SCQP5D3F9R,29,1.0
466,A1S9C0GM046PUS,29,1.0
467,A3VURT1JDRQQRI,29,5.0
468,A28V715ZW8DCU,29,5.0
469,A2XLMZLZVJ9W9S,29,5.0
470,A3TY5FFEYD06JL,29,5.0
471,ASZMNJBMM91MZ,29,4.0
472,A1LYN9YNZTJ5VA,29,5.0
473,A2SEQFS9ONWO90,29,5.0
474,A4VBH88ANET5H,29,3.0
475,A1EBEQVYPL3OXM,29,5.0
476,AO1GXDS25BCD6,29,5.0
477,AHY53YW4CJYFN,29,5.0
478,A16FJ7TC571JZC,29,5.0
479,AWF9C05V2OQBX,29,5.0
480,A29WU2UUFP3H5B,29,5.0
481,A2S3O42R48XRI5,29,3.0
482,ANFDFHTRKWECQ,29,5.0
483,A2USNS57VQTNEV,29,5.0
484,A1TKYAYESYHIA2,29,5.0
485,A32Y4OFOPVSILI,29,5.0
486,A36L9AFEI7QMP2,29,5.0
487,A14J77AYM5WE0O,29,5.0
488,A1GWRS68FGZW6S,29,5.0
489,A2W543W071S7L4,29,5.0
490,A39ZX6ML4X7E67,29,5.0
491,A12LVOO387JUA,29,5.0
492,A2N8PRDCRM1AFI,29,5.0
493,A2RV78U1G3MGLH,29,2.0
494,A1G9FX1KV45N41,29,5.0
495,AECFSXF4ZI12J,29,5.0
496,A37Y6AZJ56WBXS,29,5.0
497,A2AP13DP049G1I,29,5.0
498,A1G99P58UALLKU,29,4.0
499,A3QC8Z61AN7TDE,29,5.0
500,A3MT34AEABK6U1,29,5.0
501,A200JKTK0727W9,29,5.0
502,A2ELQPRYSVKBO7,29,5.0
503,APAR29GJ0L8IO,29,5.0
504,AVPUI22ZXBA1X,29,5.0
505,A319APCDCJWAP6,29,5.0
506,A1KBQ7MG9AG58C,29,5.0
507,A34R41Y4XWH6ET,29,5.0
508,A2UKWIDERJ8IHA,29,5.0
509,A12PH6L5QSVTYN,29,5.0
510,A3L3R7O1NXKNJJ,29,5.0
511,A2EWX6GU9XAL4F,29,5.0
512,A2MEGP5NJF5GOW,29,5.0
513,A3TNMQGHICGJ78,29,5.0
514,A2XGDRH5SI5QQT,29,5.0
515,A158TOS20INAN3,29,5.0
516,A1O7D6U9SO44XN,29,5.0
517,A2KR7D899U2837,29,5.0
518,A1I8PLHXCCP1AG,29,5.0
519,A21W1YQVXFKS3V,29,5.0
520,A3RHDDRXJ25J2M,29,5.0
521,A2LUZGEV0JDAGN,29,4.0
522,A3EAI032S3EBBK,29,5.0
523,A2PBVEWGWZNMIL,29,5.0
524,A12GE27YKZTNYA,29,5.0
525,A388I3YOZ2ZPKR,29,5.0
526,A385J7MEM932DL,29,5.0
527,A1BQ0HTG3C53IH,29,4.0
528,AQBRMBQ99ESI7,29,5.0
529,A2C67F0TPHMI7D,29,5.0
530,A1W98Q4MZK80VA,29,4.0
531,A23QJX0BXP9M6L,29,5.0
532,A2YD6GF8RC6O44,29,5.0
533,AOJPQULJMYLKT,29,5.0
534,A14L0BNLVH6PIC,29,5.0
535,AN2MIDJFT5GB,29,5.0
536,AJP33GUIG4PN8,29,1.0
537,A2TVHGKIF7MKVB,29,5.0
538,A35Y93CKEONJ42,29,4.0
539,A2726ZHKMUE6K1,29,5.0
540,A9FPJTBII15O9,29,5.0
541,A18YB1FYPWXEHQ,29,5.0
542,A18YB1FYPWXEHQ,127,5.0
543,AO0W4S3SNAU0J,29,5.0
544,AO0W4S3SNAU0J,140,5.0
545,A378I2QH68SDA6,29,5.0
546,A3363BZCLRNQSQ,29,3.0
547,AN5BGXH80BF65,29,5.0
548,A32GCS70D9SJY7,29,5.0
549,A1NLZ3XXPXKE5V,29,5.0
550,A1KBS25348HT3T,29,5.0
551,A30SVQU9SNR65I,29,5.0
552,AKMMCNA8BDB5C,29,5.0
553,A3PHVQMJR57DFY,29,5.0
554,AQ851YXOGMLTX,29,5.0
555,A1M0G9T633G1C3,29,4.0
556,A37ES2NR5J2K4Y,29,5.0
557,A2ADE82WZSMOVU,29,4.0
558,A2P2L3RXMTYR9O,29,5.0
559,A3OVZXEW1WF3YJ,29,5.0
560,A2Y4ML4TJ0N3AB,29,5.0
561,A224KKGEGIQLEF,29,5.0
562,A26LJTVDZ95WGA,29,5.0
563,A2214VIWOIUMVD,29,5.0
564,A3PT7IWJ6NT4AA,29,5.0
565,A28YRBK2MMMHOP,29,4.0
566,A17Q3TKXPYP5HT,29,5.0
567,A3DVX6TZELPJW5,29,5.0
568,A3MB1ZNATX6NXW,29,5.0
569,A2G3C7LJGXLEGF,29,5.0
570,ASPMZOKXF4ATZ,29,5.0
571,AUFK6UT2DU87H,29,5.0
572,A2UWXLLEE0UOI8,29,5.0
573,A1LQZ9X9AR2UTR,29,5.0
574,A2QFDX82LSD9AU,29,5.0
575,A27GTBNUF8DUEF,29,5.0
576,A3P5I9JKQTZZT6,29,5.0
577,A3LPKE97OT6Q8C,29,5.0
578,ASNYRY8236Z2V,29,5.0
579,A1ZJJKOC38Q622,29,5.0
580,A2X073WQW1ZARN,29,5.0
581,ALTS0CLXAODQD,29,5.0
582,A2RWFUZF0WWLU0,29,5.0
583,A3AMVA5WO49KO,29,5.0
584,A1XZF9Y0O61CMH,29,5.0
585,A3TIEP0VIAW6UM,29,5.0
586,A1T9WRQ9C9OSNT,29,5.0
587,A1JG66DXVHVDE1,29,4.0
588,A3MX33CYX9OWYA,29,5.0
589,A33UMTE9QU6H2S,29,5.0
590,A1LP1LK6ZX31ZX,29,5.0
591,AYCT65TQ1PLL4,29,5.0
592,A2LCPZSVBJIURD,29,5.0
593,A3K8K7BXQG3J39,29,5.0
594,A1ALUJ33BG227P,29,5.0
595,AJI1WYQV21RD7,29,5.0
596,A22LGALHT0MD66,29,4.0
597,A2EP9S1GAJP1O5,29,5.0
598,A1VY4WIN1J3P5C,29,5.0
599,AV9PTPWC4Q620,29,5.0
600,A1F12ZFB3LP2JB,29,4.0
601,AJMMDTREYXZ1,29,5.0
602,A3FEJLY4XCCF0Z,29,5.0
603,A37DRT5HJQDTSF,29,5.0
604,A3IAGZ3PXSJJJN,29,5.0
605,A3M8SO99NNG4JQ,29,5.0
606,A2CL7EKD6I7V1K,29,5.0
607,AZ3SNS9WZ16LL,29,5.0
608,A1UD0YDZ5KTGK0,29,5.0
609,A27JGSWCNHI63W,29,5.0
610,A2P9RFHSSHMMCY,29,5.0
611,A39FBR8FDKLWX3,29,5.0
612,A12GC85NZMRMI,29,5.0
613,A2JVRQQD3FO79B,29,5.0
614,A2RI2ACXXYPQJB,29,1.0
615,A3GQEN9TFKW6DO,29,5.0
616,AHCOGUCHA4JES,29,5.0
617,A3ABYJBJ2NV1SJ,29,5.0
618,A2GXQKBILZM2EP,29,5.0
619,A175TVQLNLP30,29,5.0
620,A3FDLN2AAOUOT,29,5.0
621,A2CVD8DLA9BXVZ,29,5.0
622,A2Y2YWD4QPYE7M,29,5.0
623,A1W584W9UW3XEU,29,5.0
624,A1IK57GUIBOV8M,29,5.0
625,A3VU03CEHOEQ1X,29,5.0
626,A2BNDQ518SVVAB,29,5.0
627,A3EX36SNRYD5VL,29,4.0
628,AUQDIN4RWF6Z2,29,5.0
629,A20YOE9PO3DETE,29,5.0
630,A3VC1CIRFDXJAY,29,5.0
631,A3VC1CIRFDXJAY,127,5.0
632,A2E0M2RC8K3S3M,29,5.0
633,A35N77PTL1FX89,29,5.0
634,A6QOECTD2CPH6,29,4.0
635,ASRF8CN56O2D0,29,5.0
636,A14U42QUWC9HBR,29,5.0
